Item_Identifier,Item_Outlet_Sales,Outlet_Identifier
FDU59,2528.17073104,OUT035
FDU28,3060.19150257,OUT035
NCP30,670.847749571,OUT046
FDB39,934.871387861,OUT018
FDE41,1523.88220963,OUT013
DRH11,129.84813518,OUT010
FDA58,3869.6566554,OUT045
FDU50,1926.27354503,OUT046
FDM34,2043.50865416,OUT013
FDM44,2819.2445332,OUT027
FDR39,3060.19150257,OUT045
FDM25,2840.31636221,OUT045
FDQ49,2486.75846462,OUT049
DRH25,870.2845238,OUT018
FDM09,4270.58127097,OUT027
FDL44,378.685658276,OUT019
NCR42,651.964668989,OUT018
DRL59,936.140267093,OUT046
FDX43,2709.92835295,OUT013
DRK47,572.635303711,OUT010
FDU48,2043.50865416,OUT018
FDY12,742.692843299,OUT045
NCN43,2021.45091923,OUT018
NCM55,3060.19150257,OUT018
FDQ21,3007.38304769,OUT027
FDX13,4004.39540021,OUT035
NCK30,5873.87296054,OUT027
FDG20,2840.31636221,OUT049
DRG27,655.460903899,OUT017
FDY14,3860.50767873,OUT018
FDP59,1578.36134331,OUT035
FDU60,2735.37849197,OUT017
NCC18,406.904104312,OUT019
DRJ39,3719.10613138,OUT017
FDS07,1902.92277459,OUT049
FDM08,5873.87296054,OUT027
FDP51,2021.45091923,OUT045
FDU16,1408.26538607,OUT035
FDH12,1583.13459122,OUT013
DRE48,513.968513098,OUT010
NCL42,5873.87296054,OUT027
FDR21,2875.17722738,OUT045
NCW29,2043.50865416,OUT035
FDO11,3995.61412045,OUT013
NCM31,2053.24564496,OUT049
FDV35,367.018080383,OUT019
FDF58,982.536649084,OUT017
NCE43,2735.37849197,OUT049
FDA02,2440.81044262,OUT035
DRL37,129.84813518,OUT010
FDR24,1512.00885681,OUT018
FDW59,1410.87225619,OUT049
FDS22,675.076173579,OUT049
FDW24,730.012576969,OUT017
FDU24,1526.55715142,OUT035
FDA21,5050.77816746,OUT027
FDH58,2916.14390504,OUT027
FDW36,1578.36134331,OUT018
FDI45,4410.74619138,OUT027
FDU01,3060.19150257,OUT018
FDF35,2887.01074194,OUT027
FDU43,571.99068363,OUT019
FDE24,360.493526982,OUT019
FDK50,2550.27402874,OUT049
FDG31,1039.48577225,OUT045
FDC60,1491.17538774,OUT045
FDL36,1536.26403811,OUT013
FDP21,3060.19150257,OUT013
FDW16,1491.17538774,OUT045
FDX02,3796.25060834,OUT017
FDQ58,4097.53799222,OUT027
FDT51,1665.77895158,OUT046
FDD59,1339.55584921,OUT049
NCM42,1603.62040275,OUT018
FDA57,657.492589055,OUT018
FDZ48,1690.39137449,OUT035
FDE46,2465.20721492,OUT045
NCZ30,277.62666894,OUT019
FDB56,3060.19150257,OUT017
FDA25,2819.2445332,OUT027
FDD20,2027.49101247,OUT013
FDL25,1538.69378907,OUT013
NCO18,2870.37938996,OUT049
FDJ45,651.964668989,OUT017
FDR12,2750.73147385,OUT035
NCF19,129.84813518,OUT010
FDK25,2671.82968924,OUT046
NCR17,1912.87998414,OUT046
FDC52,2461.39834212,OUT046
NCA54,3017.73958825,OUT017
FDR45,571.438110477,OUT010
NCM19,1902.92277459,OUT049
FDF39,5873.87296054,OUT027
FDX23,1526.55715142,OUT049
FDD58,2805.17646228,OUT027
FDX28,1546.30164418,OUT013
NCD31,2550.27402874,OUT013
FDU57,2461.39834212,OUT018
FDI27,737.408016359,OUT046
NCM42,1583.13459122,OUT046
FDD32,2281.23283902,OUT027
FDI34,3777.13175423,OUT013
NCM29,2043.50865416,OUT049
FDG46,1834.33113229,OUT018
DRC01,129.84813518,OUT010
FDB15,5873.87296054,OUT027
NCA17,4050.79267382,OUT027
FDF10,2461.39834212,OUT046
FDR26,4719.21396254,OUT027
FDI02,1690.39137449,OUT049
NCM54,272.251662911,OUT010
FDF14,2461.39834212,OUT013
FDJ33,265.228486458,OUT010
FDM20,3920.64423816,OUT035
FDC03,5742.95201566,OUT027
NCX05,1930.7784646,OUT046
NCM41,2741.90918354,OUT027
NCU29,367.104658887,OUT010
FDQ59,1408.26538607,OUT017
FDH46,240.988168963,OUT010
FDH09,794.41308003,OUT013
NCD06,736.751054676,OUT045
FDC15,2476.5745777,OUT035
DRD37,1030.12901305,OUT027
FDT28,4050.79267382,OUT027
FDR28,4230.37329595,OUT027
FDT38,1451.74888183,OUT017
FDV34,1505.7957283,OUT027
FDY52,1017.18963481,OUT035
FDB34,1523.88220963,OUT013
DRL23,1578.36134331,OUT018
DRB24,2476.5745777,OUT046
FDJ50,965.000270458,OUT046
FDQ49,2476.5745777,OUT035
FDP20,2021.45091923,OUT035
FDV19,4219.24983315,OUT027
NCR54,3060.19150257,OUT045
FDO09,571.304348924,OUT010
FDS57,2122.40591845,OUT018
FDN10,1936.95366462,OUT049
FDV23,2027.49101247,OUT049
FDY28,3690.58344699,OUT049
DRG51,2540.57475586,OUT013
FDD45,239.943030304,OUT019
NCL18,5729.77894414,OUT027
NCM29,2043.50865416,OUT013
FDF17,5755.1360747,OUT027
FDE22,2528.17073104,OUT017
FDQ22,651.964668989,OUT017
FDS01,2972.74614773,OUT013
FDW35,997.945582696,OUT027
FDJ33,2021.45091923,OUT046
NCF54,2840.31636221,OUT035
FDE09,1619.26510274,OUT013
NCE06,2528.17073104,OUT045
DRH49,1349.55540575,OUT049
FDY43,2750.73147385,OUT045
NCT05,4027.93108258,OUT017
FDZ34,3060.19150257,OUT045
FDL38,1457.05348112,OUT017
FDZ31,3060.19150257,OUT017
FDR14,919.38259471,OUT035
NCN54,1336.06811117,OUT049
NCC42,3048.27257621,OUT027
FDK08,1531.14800145,OUT017
FDP59,1578.36134331,OUT013
FDV22,2510.61394921,OUT035
FDD33,3818.72553609,OUT035
DRE60,5873.87296054,OUT027
FDK52,3796.14132787,OUT046
FDA02,2461.39834212,OUT017
FDM56,1603.62040275,OUT049
FDE57,2053.24564496,OUT035
FDM32,1475.18417019,OUT045
NCQ30,2987.80638059,OUT027
FDQ27,2819.2445332,OUT027
FDT60,3007.38304769,OUT027
FDU43,3903.34859673,OUT049
NCO55,1583.13459122,OUT035
FDG02,3060.19150257,OUT045
FDJ28,3060.19150257,OUT013
FDP40,1685.79512134,OUT045
FDJ38,3060.19150257,OUT045
NCC54,3886.10928977,OUT017
NCZ41,2027.49101247,OUT046
FDK38,366.348459267,OUT019
FDU52,2476.5745777,OUT013
FDC40,1277.22307866,OUT046
NCR30,1088.85194689,OUT017
NCN18,1685.79512134,OUT017
FDB50,1335.0513332,OUT035
FDG04,3060.19150257,OUT013
FDR26,2870.37938996,OUT035
NCT17,3060.19150257,OUT018
FDX35,5873.87296054,OUT027
FDS12,2027.49101247,OUT046
NCZ29,3007.38304769,OUT027
FDB38,379.441857897,OUT010
FDP12,698.705019772,OUT013
FDP22,809.632695485,OUT046
FDS26,3846.14536232,OUT018
FDR52,3060.19150257,OUT046
DRJ13,2528.17073104,OUT046
FDU48,3034.8657077,OUT027
FDE29,976.81685417,OUT035
NCT29,2021.45091923,OUT049
DRK37,3060.19150257,OUT018
FDK55,1472.74388901,OUT046
FDR07,1526.55715142,OUT046
FDO21,5873.87296054,OUT027
FDK46,4061.06010295,OUT049
FDB12,1578.36134331,OUT045
FDT31,5050.77816746,OUT027
FDJ33,2021.45091923,OUT045
FDC26,2887.01074194,OUT027
NCQ02,3060.19150257,OUT045
FDP08,516.039931088,OUT010
FDB11,5873.87296054,OUT027
FDV55,2461.39834212,OUT013
FDW20,2021.45091923,OUT049
NCJ18,276.297803732,OUT019
FDC41,1185.03422153,OUT018
FDE14,2819.2445332,OUT027
FDG35,2840.31636221,OUT013
FDF45,919.38259471,OUT035
FDS19,2112.47168185,OUT027
FDS58,380.483781741,OUT019
FDA26,3751.18820964,OUT017
FDM32,1463.80729512,OUT049
FDL45,2027.49101247,OUT046
FDZ55,2528.17073104,OUT049
FDY37,2053.24564496,OUT049
FDO46,3060.19150257,OUT046
FDQ60,1998.19374883,OUT046
FDA19,2043.50865416,OUT018
FDL15,2476.5745777,OUT046
FDM10,3490.03102277,OUT018
NCL05,657.492589055,OUT017
DRK49,129.84813518,OUT010
NCE18,5873.87296054,OUT027
FDG40,663.617300072,OUT049
DRI59,3772.47999821,OUT045
FDK28,4020.28500439,OUT035
NCD06,129.84813518,OUT019
FDO11,572.359935713,OUT019
FDK27,1988.39467104,OUT046
FDT43,1052.62974679,OUT027
FDD38,1578.36134331,OUT018
FDA16,3741.6824647,OUT049
FDL14,4097.53799222,OUT027
NCM17,670.994668312,OUT049
FDD20,2021.45091923,OUT045
FDA40,1465.57894504,OUT045
FDL43,1331.56359516,OUT045
FDV15,1578.36134331,OUT045
FDE52,1487.34445505,OUT046
NCL17,360.665207788,OUT010
NCJ31,3857.47841821,OUT045
FDR60,1335.0513332,OUT045
NCA18,1926.27354503,OUT035
FDS21,1373.11907519,OUT027
FDW09,1331.56359516,OUT035
FDL26,2476.5745777,OUT035
FDS47,1491.18392485,OUT018
FDC39,3432.24993806,OUT046
FDT51,1665.77895158,OUT035
FDK40,4072.80062246,OUT035
NCG19,3833.73836758,OUT045
FDZ07,1060.14447759,OUT046
FDF08,2627.75698869,OUT027
FDO04,1001.81384857,OUT013
FDK41,1419.7827204,OUT018
FDP15,4022.90005722,OUT049
NCD43,1578.36134331,OUT018
NCP18,2461.39834212,OUT013
FDZ51,1522.14914427,OUT046
DRH13,1603.62040275,OUT035
FDF38,662.199381606,OUT045
NCI43,736.751054676,OUT045
FDM38,1230.80451734,OUT027
FDS03,1191.09067514,OUT013
DRJ47,2835.44391474,OUT017
FDT50,231.905214533,OUT010
FDV02,2840.31636221,OUT046
NCG18,1578.36134331,OUT017
FDW52,2568.78694867,OUT046
FDS40,653.847371068,OUT035
FDN31,3060.19150257,OUT017
FDA37,2021.45091923,OUT045
FDA15,4006.70806581,OUT046
FDL39,3017.73958825,OUT046
FDJ53,2021.45091923,OUT045
FDX22,3673.60713685,OUT013
NCZ42,3878.86732718,OUT045
FDD56,4459.33931706,OUT027
FDD40,3060.19150257,OUT017
FDS50,3740.62920052,OUT013
NCN14,3060.19150257,OUT013
FDT15,3060.19150257,OUT013
NCS18,2859.05713179,OUT027
NCO26,262.412387051,OUT010
FDF58,1001.86491203,OUT018
NCB19,1523.88220963,OUT013
FDH26,2053.24564496,OUT017
DRB24,4097.53799222,OUT027
FDA49,1459.32263903,OUT018
FDB32,1526.55715142,OUT045
FDI36,3069.04475818,OUT017
NCA17,364.12131986,OUT010
FDH22,2027.49101247,OUT013
NCM26,2476.5745777,OUT018
FDT15,5050.77816746,OUT027
FDB16,1464.62723832,OUT018
NCP54,3007.38304769,OUT027
FDJ36,1578.36134331,OUT013
FDO28,2003.69956997,OUT045
FDU09,999.062885737,OUT013
FDF29,2032.54282264,OUT017
FDY08,2053.24564496,OUT013
DRJ59,651.964668989,OUT018
FDT23,2126.88590891,OUT027
FDU15,651.964668989,OUT018
FDT47,1536.80522826,OUT013
FDI53,383.88084559,OUT019
FDR59,3860.50767873,OUT018
FDD53,659.375291134,OUT035
FDY51,3729.0221827,OUT017
FDT04,665.407835501,OUT049
FDU51,2870.37938996,OUT049
FDG14,2461.39834212,OUT035
NCU06,3788.20890559,OUT045
DRG25,3060.19150257,OUT046
DRH49,1406.36774017,OUT035
FDN15,2047.92016795,OUT035
FDL43,1239.48313501,OUT018
NCT18,3055.63843563,OUT049
NCB31,4011.24775265,OUT013
FDK57,1965.36670328,OUT035
FDY04,380.897506563,OUT019
NCP54,2021.45091923,OUT046
FDF41,3875.8093458,OUT013
FDM01,1578.36134331,OUT045
FDW03,1578.36134331,OUT045
FDF28,2021.45091923,OUT045
FDY37,2053.24564496,OUT017
FDQ03,3903.53523503,OUT017
FDP51,2933.2101958,OUT027
FDJ40,1665.77895158,OUT017
FDC32,1522.14914427,OUT049
DRI49,2313.3037037,OUT027
NCW54,919.38259471,OUT017
FDF09,651.964668989,OUT017
FDP45,3820.82034523,OUT018
DRJ23,3060.19150257,OUT018
FDS59,1665.77895158,OUT017
FDY08,2047.92016795,OUT046
FDX16,2461.39834212,OUT049
FDY16,3060.19150257,OUT018
FDK32,2476.5745777,OUT035
FDQ22,702.201254683,OUT013
NCC31,2486.75846462,OUT018
FDG58,2476.5745777,OUT049
DRF48,3060.19150257,OUT013
DRH36,1085.4544594,OUT049
NCR30,1168.84542798,OUT035
FDB03,572.22617416,OUT019
FDZ28,3007.38304769,OUT027
FDR35,3069.04475818,OUT017
DRD15,5873.87296054,OUT027
FDJ33,277.567598591,OUT019
FDA56,265.228486458,OUT010
FDP56,741.708837116,OUT046
NCT30,741.708837116,OUT046
FDK15,1541.53938052,OUT017
FDH44,2461.39834212,OUT018
FDV01,2476.5745777,OUT013
DRG03,2465.20721492,OUT017
FDG50,2667.76044408,OUT027
FDR16,570.751775771,OUT010
FDZ60,1583.13459122,OUT046
DRG03,2476.5745777,OUT045
FDS56,3860.50767873,OUT018
FDU33,729.862881259,OUT045
DRD27,1531.14800145,OUT035
FDW22,3756.39788225,OUT046
DRA24,2550.27402874,OUT045
FDF38,667.113534983,OUT049
FDX48,2476.5745777,OUT013
FDS58,2528.17073104,OUT018
FDC32,1522.14914427,OUT046
NCQ29,4015.31510545,OUT045
DRK39,1419.7827204,OUT018
NCS38,1912.87998414,OUT017
DRO47,1690.39137449,OUT013
DRG27,997.945582696,OUT027
FDC57,5677.01114013,OUT027
FDS55,2461.39834212,OUT046
NCJ06,2003.69956997,OUT018
FDO01,283.80684627,OUT019
NCM55,3060.19150257,OUT045
FDC52,2461.39834212,OUT049
FDQ15,1348.53862778,OUT045
NCT30,1052.62974679,OUT027
NCR42,992.417662629,OUT027
FDD28,919.38259471,OUT035
FDQ34,1578.36134331,OUT049
FDZ12,3062.37978515,OUT027
DRE13,211.900104247,OUT019
NCN07,284.550766998,OUT019
FDM28,3017.73958825,OUT035
FDI10,2835.44391474,OUT017
FDQ25,2762.10244729,OUT013
FDA38,572.359935713,OUT010
DRI13,3695.71280077,OUT049
FDY20,2678.21990572,OUT027
NCZ53,3060.19150257,OUT035
NCM31,2440.81044262,OUT013
DRB01,3060.19150257,OUT017
DRF37,4046.69778654,OUT046
NCF42,2870.37938996,OUT049
FDF16,2461.39834212,OUT018
FDB41,775.094027383,OUT013
FDR34,3786.1916103,OUT013
FDR15,2476.5745777,OUT018
NCV42,271.276869201,OUT019
FDW51,3673.60607775,OUT035
FDU36,1526.55715142,OUT017
FDX60,1382.04587928,OUT049
FDY03,1889.26995916,OUT035
FDW55,3959.34954468,OUT045
FDT01,567.709048419,OUT010
FDG58,2476.5745777,OUT013
FDK21,4030.10139642,OUT017
NCS41,465.629813476,OUT019
FDS10,3029.99337625,OUT045
NCT53,2568.78694867,OUT046
FDJ28,3060.19150257,OUT018
FDX44,1463.80729512,OUT045
FDT20,655.460903899,OUT018
FDO44,1619.26510274,OUT017
NCX17,3833.73836758,OUT049
FDY01,1930.7784646,OUT017
FDJ12,5873.87296054,OUT027
DRK35,651.964668989,OUT018
FDD47,390.327320204,OUT019
NCM53,1583.13459122,OUT035
FDO45,1525.18210063,OUT013
NCM42,252.372313026,OUT010
FDE04,2972.74614773,OUT046
NCI30,5873.87296054,OUT027
FDZ19,2840.31636221,OUT013
FDW57,2875.17722738,OUT013
FDA25,1578.36134331,OUT013
FDT22,988.313839566,OUT046
FDP51,1953.95905419,OUT013
FDD48,2909.79025163,OUT027
FDY39,3060.19150257,OUT035
FDO48,572.912508866,OUT010
FDD23,5050.77816746,OUT027
DRN35,992.417662629,OUT027
FDT01,3695.29737394,OUT035
FDC20,129.84813518,OUT010
DRJ35,1006.00031632,OUT035
FDB32,1526.55715142,OUT046
FDL24,2840.31636221,OUT046
NCV42,1774.12211695,OUT035
FDZ46,1603.62040275,OUT046
FDC15,2476.5745777,OUT013
FDD08,129.84813518,OUT019
FDY50,1475.18417019,OUT049
FDD36,1965.36670328,OUT013
FDG57,1052.62974679,OUT027
FDL21,657.492589055,OUT018
FDN16,2819.2445332,OUT027
FDJ09,1048.32892604,OUT027
FDS01,422.172357213,OUT010
FDV33,4062.76213736,OUT017
DRE12,1912.87998414,OUT017
FDR07,1536.80522826,OUT013
FDP48,471.006063506,OUT010
NCB55,919.38259471,OUT035
FDQ08,1066.58846841,OUT013
FDR34,3814.49239215,OUT035
FDO33,1690.39137449,OUT046
FDP13,662.199381606,OUT045
FDX12,3893.79625302,OUT049
NCT06,2631.93742136,OUT049
FDR16,572.359935713,OUT019
FDE36,2568.78694867,OUT046
FDZ36,3060.19150257,OUT049
FDV13,1465.57894504,OUT045
NCZ17,653.847371068,OUT035
FDU56,3060.19150257,OUT045
FDM09,2808.03811454,OUT035
FDV02,2840.31636221,OUT017
FDS34,1834.33113229,OUT018
FDA11,1526.55715142,OUT049
FDP09,3701.06782026,OUT017
FDB29,2900.48143042,OUT027
FDT19,2840.31636221,OUT017
DRH15,663.423542495,OUT017
FDY38,3792.32031294,OUT046
FDF14,4050.79267382,OUT027
FDN48,227.544847822,OUT010
FDQ12,3798.68451983,OUT013
NCJ43,2840.31636221,OUT045
FDE17,364.12131986,OUT019
FDB05,3990.0330838,OUT035
FDH10,3060.19150257,OUT045
NCR06,657.492589055,OUT017
FDU32,2021.45091923,OUT018
FDD56,2840.31636221,OUT049
FDO36,3017.73958825,OUT018
FDH16,226.380394127,OUT010
FDX10,651.964668989,OUT018
FDZ37,1465.57894504,OUT017
FDU31,572.359935713,OUT010
DRC49,2053.24564496,OUT049
FDL15,2465.20721492,OUT045
FDN32,493.202711522,OUT019
DRH59,1446.16208686,OUT027
NCU29,2461.39834212,OUT049
FDR37,470.516712815,OUT019
FDS14,2500.89568801,OUT018
FDU02,5873.87296054,OUT027
FDJ08,3060.19150257,OUT035
NCZ06,3975.62777195,OUT045
FDO31,1390.51681993,OUT049
FDH31,1546.30164418,OUT018
FDS58,2528.17073104,OUT017
NCA53,1052.62974679,OUT027
FDF50,3069.04475818,OUT046
NCW42,3741.09731712,OUT049
NCQ17,2486.75846462,OUT045
FDK51,3889.22556749,OUT018
NCW41,375.86957483,OUT010
NCR29,919.38259471,OUT017
FDB08,379.727582121,OUT019
FDA40,2533.54383476,OUT027
FDL14,2523.08277097,OUT018
FDB47,3622.69763613,OUT046
FDO03,3793.2430298,OUT035
DRK13,519.833529381,OUT019
FDX13,571.438110477,OUT010
FDF52,3060.19150257,OUT046
FDT11,3060.19150257,OUT013
FDB08,2528.17073104,OUT013
FDQ28,2476.5745777,OUT018
FDD29,4006.70806581,OUT045
NCQ29,5873.87296054,OUT027
NCO02,1191.09067514,OUT013
FDR56,516.039931088,OUT010
NCM54,2027.49101247,OUT049
FDP51,1930.7784646,OUT035
FDT38,1518.97562925,OUT013
FDZ20,3820.82034523,OUT018
FDJ53,2021.45091923,OUT013
FDX13,3999.68147325,OUT049
FDP58,3733.2697337,OUT035
NCK31,129.84813518,OUT019
FDA35,2021.45091923,OUT018
FDV37,3060.20340027,OUT018
NCO07,5873.87296054,OUT027
FDA20,3060.19150257,OUT045
FDZ59,2709.92835295,OUT035
NCY17,663.423542495,OUT017
FDQ28,2476.5745777,OUT035
FDV35,2476.5745777,OUT017
FDQ36,698.705019772,OUT013
FDD34,2550.27402874,OUT018
FDK51,4046.39539931,OUT045
FDV31,2840.31636221,OUT035
FDR04,1526.55715142,OUT035
FDR14,929.641363709,OUT049
DRC36,417.311144199,OUT010
FDE39,277.62666894,OUT019
FDP57,1578.36134331,OUT049
FDE57,2053.24564496,OUT046
NCN18,1685.79512134,OUT046
NCQ05,2461.39834212,OUT018
FDW47,2003.69956997,OUT035
FDV46,2047.92016795,OUT035
NCP29,1038.42114963,OUT045
FDE09,1656.4262261,OUT018
NCU06,5873.87296054,OUT027
FDT19,410.26020293,OUT010
DRF15,2461.39834212,OUT017
DRI51,2750.73147385,OUT013
NCX54,1578.36134331,OUT013
DRE01,3868.33999125,OUT013
NCB07,3060.19150257,OUT045
FDU50,1912.87998414,OUT035
FDG40,653.847371068,OUT035
FDW10,2840.31636221,OUT018
FDX51,3060.19150257,OUT013
NCP17,1044.15560979,OUT045
FDP21,3060.19150257,OUT035
FDL04,1578.36134331,OUT045
FDV23,2021.45091923,OUT013
FDF24,1403.04953523,OUT046
FDH56,2900.48143042,OUT027
FDB51,992.795418083,OUT049
FDI58,2790.95304999,OUT027
FDR20,775.094027383,OUT013
FDC51,2021.45091923,OUT018
FDB16,2533.54383476,OUT027
FDE40,987.075623169,OUT049
NCM17,661.224739307,OUT035
FDU56,3060.19150257,OUT035
FDS32,286.482307078,OUT019
FDX02,3772.85727774,OUT049
FDT39,4073.76909233,OUT027
FDE35,919.38259471,OUT017
NCI42,565.185423953,OUT019
DRL23,1578.36134331,OUT046
FDA10,2021.45091923,OUT046
FDA11,1536.80522826,OUT013
NCM06,2476.5745777,OUT046
NCT05,4023.71101283,OUT035
NCQ02,492.336763771,OUT010
NCY06,2043.50865416,OUT049
FDY56,3777.57120469,OUT035
FDL02,1578.36134331,OUT035
NCI06,2885.48146721,OUT035
FDQ14,2461.39834212,OUT045
FDQ12,3806.62570114,OUT017
FDP36,741.708837116,OUT046
FDK21,5873.87296054,OUT027
FDO40,2461.39834212,OUT045
NCK54,274.2124003,OUT019
FDY09,2870.37938996,OUT018
NCW30,4036.70401442,OUT049
NCC55,992.417662629,OUT027
FDE58,1930.7784646,OUT018
FDR39,3060.19150257,OUT013
FDU28,3060.19150257,OUT049
FDH08,3813.6522937,OUT017
FDG35,2840.31636221,OUT045
FDG22,663.617300072,OUT049
FDC34,2500.89568801,OUT035
FDP15,3844.0389292,OUT018
FDK34,571.99068363,OUT010
FDU45,1926.27354503,OUT035
FDQ04,995.91389754,OUT027
FDX22,3496.3482253,OUT018
FDB45,1578.36134331,OUT017
NCH43,5873.87296054,OUT027
DRE60,3758.49496133,OUT046
FDD17,5873.87296054,OUT027
NCM54,2027.49101247,OUT017
NCH55,2027.49101247,OUT013
NCT06,2568.78694867,OUT017
FDA48,5873.87296054,OUT027
FDY58,5873.87296054,OUT027
FDO25,3668.89215079,OUT045
FDN50,1526.55715142,OUT045
FDH35,2568.78694867,OUT035
FDK09,3768.87005413,OUT045
FDO16,1502.75636704,OUT013
FDW11,1046.05325569,OUT045
FDU47,3048.27257621,OUT027
NCQ42,272.251662911,OUT010
FDK55,2667.76044408,OUT027
FDN08,1926.27354503,OUT049
FDT57,3874.25953965,OUT045
FDJ12,3454.98585746,OUT018
DRL59,790.35314786,OUT017
NCN53,665.319829505,OUT046
FDO51,129.84813518,OUT010
FDK56,3060.19150257,OUT017
FDY12,855.74175463,OUT035
FDU15,653.847371068,OUT035
FDQ19,3915.48754922,OUT046
DRF15,2476.5745777,OUT045
DRE25,239.943030304,OUT019
FDK57,1965.36670328,OUT018
FDD33,570.751775771,OUT010
FDR34,5873.87296054,OUT027
FDU04,2021.45091923,OUT045
FDE35,130.589188718,OUT019
NCD31,2550.27402874,OUT035
FDJ56,1541.53938052,OUT035
NCU53,2568.78694867,OUT046
FDD39,3682.38841661,OUT035
NCU17,253.386351445,OUT019
FDJ20,2021.45091923,OUT046
NCW41,2510.61394921,OUT018
FDL52,655.637906497,OUT035
FDS39,2053.24564496,OUT035
DRJ47,2840.31636221,OUT045
FDP13,129.84813518,OUT010
DRK39,189.36045958,OUT010
FDF28,270.19247611,OUT010
FDB09,2027.49101247,OUT045
FDM51,1531.14800145,OUT046
DRM49,705.852942856,OUT018
DRF23,2840.31636221,OUT013
DRH01,2840.31636221,OUT035
FDH12,2859.05713179,OUT027
FDA28,278.896463799,OUT019
FDW37,1495.01485754,OUT018
FDF02,1578.36134331,OUT046
DRL37,670.847749571,OUT046
NCF43,2053.24564496,OUT046
FDH08,572.359935713,OUT010
FDR34,571.99068363,OUT019
NCK19,3060.19150257,OUT049
NCD55,657.492589055,OUT018
FDT27,3806.68262935,OUT049
FDQ57,2461.39834212,OUT045
FDA47,2540.57475586,OUT035
DRG15,1376.60681323,OUT027
FDE05,2461.39834212,OUT018
FDN46,1546.30164418,OUT046
FDX27,2780.88881081,OUT027
FDT51,1656.4262261,OUT045
FDU33,710.163893278,OUT013
FDJ16,1280.55744656,OUT027
FDD20,278.144109349,OUT019
FDT36,663.617300072,OUT049
DRF15,4050.79267382,OUT027
FDN52,207.053237795,OUT010
FDC22,5677.01114013,OUT027
FDX15,2528.17073104,OUT045
FDT13,3060.19150257,OUT013
FDU04,2021.45091923,OUT017
FDU31,572.359935713,OUT019
FDW59,2518.68569475,OUT027
NCO29,2568.78694867,OUT046
FDL15,2461.39834212,OUT035
FDI41,2461.39834212,OUT049
FDQ48,1531.14800145,OUT049
DRI39,1001.81384857,OUT013
FDI08,3995.61412045,OUT013
FDC21,1642.60149637,OUT049
FDF58,1010.91973591,OUT035
FDS08,425.035597631,OUT010
FDE47,2021.45091923,OUT045
NCP18,366.296794906,OUT019
NCR41,1536.80522826,OUT013
FDA27,4008.43192381,OUT013
FDA43,3060.19150257,OUT035
FDA49,1457.05348112,OUT045
NCE55,2875.17722738,OUT018
DRM49,1048.32892604,OUT027
FDF22,5873.87296054,OUT027
FDQ15,1360.05596211,OUT018
NCS54,2840.31636221,OUT017
NCY05,698.705019772,OUT013
FDR45,3903.22341571,OUT046
FDK57,2021.45091923,OUT049
FDF41,571.673601007,OUT010
FDV21,2027.49101247,OUT046
FDD51,734.820663699,OUT046
FDF33,1603.62040275,OUT046
FDA38,3888.55871207,OUT046
FDR56,3060.19150257,OUT045
NCN41,2021.45091923,OUT017
FDC60,2587.93668736,OUT027
FDB47,3622.69763613,OUT045
DRH01,2840.31636221,OUT013
FDW08,1578.36134331,OUT046
FDF38,995.91389754,OUT027
FDY32,2550.27402874,OUT017
FDG34,1603.62040275,OUT049
FDG47,571.673601007,OUT019
NCF18,3060.19150257,OUT035
FDL39,442.84246322,OUT019
NCH55,2027.49101247,OUT035
DRJ35,983.587885128,OUT049
FDS44,3882.942315,OUT035
DRE01,3693.54621604,OUT018
FDY39,3060.19150257,OUT013
FDY32,2528.17073104,OUT018
FDR33,2887.01074194,OUT027
NCP50,1380.14823338,OUT049
FDZ47,1531.14800145,OUT018
FDU57,2461.39834212,OUT049
FDY44,3060.19150257,OUT013
DRH59,1095.95501576,OUT018
FDB03,5873.87296054,OUT027
FDY46,3060.19150257,OUT045
FDM39,2870.37938996,OUT045
FDY36,1096.72958217,OUT035
NCM55,3060.19150257,OUT035
FDJ50,129.84813518,OUT010
DRL60,2461.39834212,OUT013
NCJ54,3818.68254065,OUT049
FDX59,651.964668989,OUT017
FDI07,3094.11128463,OUT013
DRF51,129.84813518,OUT010
FDM14,1603.62040275,OUT017
FDP21,3060.19150257,OUT045
FDE40,1042.97351029,OUT035
FDE05,2461.39834212,OUT035
FDM13,3034.8657077,OUT027
FDC34,4148.12731983,OUT027
NCI55,2021.45091923,OUT018
NCE43,2729.41639231,OUT018
FDW58,1583.13459122,OUT018
FDG60,3852.62244821,OUT045
FDV31,2840.31636221,OUT017
FDR47,3060.19150257,OUT013
FDM60,129.84813518,OUT019
NCF06,3857.84288639,OUT018
NCN26,2916.14390504,OUT027
FDQ59,1451.74888183,OUT049
FDF09,665.319829505,OUT046
NCS06,4053.07075246,OUT017
FDT44,1942.25204107,OUT046
FDI19,3939.32364181,OUT017
FDT22,973.021444378,OUT017
NCF54,4270.58127097,OUT027
DRG25,3060.19150257,OUT045
FDB59,3069.04475818,OUT017
FDQ37,3060.19150257,OUT017
FDP56,731.895279049,OUT035
FDW44,2840.31636221,OUT035
FDJ26,571.304348924,OUT010
FDU43,3704.95075534,OUT018
FDW33,1578.36134331,OUT045
NCX53,3206.15380434,OUT027
FDN56,367.104658887,OUT010
DRF15,2461.39834212,OUT049
FDO33,1912.87998414,OUT017
FDZ39,240.988168963,OUT010
NCJ19,919.38259471,OUT017
